,index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.AgesAllowed,attributes.Open24Hours,attributes.ByAppointmentOnly,attributes.Corkage,attributes.BYOBCorkage,attributes.DriveThru,attributes.GoodForDancing,attributes.CoatCheck,attributes.BestNights,attributes.BYOB,attributes.Smoking,attributes.Music,attributes.BusinessAcceptsBitcoin,attributes.WheelchairAccessible,attributes.RestaurantsTableService,attributes.DogsAllowed,attributes.HappyHour,attributes.BikeParking,attributes.RestaurantsGoodForGroups,attributes.Ambience,attributes.Caters,attributes.GoodForMeal,attributes.NoiseLevel,attributes.RestaurantsReservations,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,attributes.GoodForKids,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.OutdoorSeating,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsPriceRange2,hours.Sunday,hours.Saturday,hours.Friday,hours.Thursday,hours.Wednesday,hours.Tuesday,hours.Monday
1279,101781,nc5uuDeM3EA9WJycGDeg1w,Pittsburgh Public Market,2401 Penn Ave,Pittsburgh,PA,15222,40.4538071,-79.9804811,4.0,58,0,"Restaurants, Food, Farmers Market",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,False,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,2,10:0-16:0,9:0-17:0,10:0-16:0,10:0-16:0,10:0-16:0,,
1280,101789,Iabd_rGdOvdpySBeluFs5w,Cardello Pizza,261 Moon Clinton Rd,Pittsburgh,PA,15108,40.51268867,-80.2292787765,3.5,55,1,"Food Delivery Services, Fast Food, Pizza, Food, Chicken Wings, Fish & Chips, Restaurants",,,,,,,,,,,,,False,True,False,False,False,True,True,"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}",True,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}",'average',False,True,'none',u'casual',True,True,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,11:0-21:45,10:0-22:45,10:0-22:45,10:0-21:45,10:0-21:45,10:0-21:45,10:0-21:45
1281,101870,QT4ax7JkGZma8oMy5j8t2w,DragonFire Steakhouse,"Galleria Mall, 1500 Washington Rd",Pittsburgh,PA,15228,40.357621,-80.0503804,2.5,29,0,"Restaurants, Japanese, Steakhouses",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'very_loud',True,True,u'full_bar',u'casual',True,True,True,False,False,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,3,12:0-22:0,11:30-23:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
1282,102209,a-iENHYNgMdY65p9tZUj6w,Cafe Euro,600 Grant St,Pittsburgh,PA,15219,40.441532,-79.995221,2.0,4,0,"Italian, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,False,False,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0
1283,102246,JUiIEt5wW7ImwOdpEc-r0Q,Mandy's Pizza,3906 Perysvle Ave N Sde,Pittsburgh,PA,15233,40.4897580469,-80.0182604629,2.5,10,0,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,True,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'loud',False,True,u'none',u'casual',True,False,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
1284,102336,MwjZPmEoWlHy1rp7qrmBsw,Casellula,40 W N Ave,Pittsburgh,PA,15212,40.4553562403,-80.0073900819,4.0,61,0,"Wine Bars, American (New), Bars, Nightlife, Beer Bar, Restaurants",,,,,,,False,False,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,u'no',"{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,False,u'full_bar','casual',True,False,False,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'free',2,17:0-22:0,17:0-0:0,17:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
1285,102574,4jswtizEiT3-ZMauIzWXxg,IHOP,4656 Browns Hill Rd,Pittsburgh,PA,15217,40.41498,-79.92348,2.5,104,1,"Breakfast & Brunch, Restaurants, American (Traditional), American (New), Burgers",,,False,,,,,False,,,,,,,,,False,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}",u'average',False,False,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'free',1,0:0-23:0,0:0-0:0,7:0-0:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
1286,102649,trioKWMz0NsM9v4cqmUQkg,Vocelli Pizza,1019 Mount Royal Blvd,Pittsburgh,PA,15223,40.5172677,-79.9593383,2.5,4,1,"Restaurants, Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,102686,g9FvjJMMrxtxBkLk8VrWlQ,Jo Jo's Restaurant,100 24th St,Pittsburgh,PA,15222,40.4540368,-79.9814643,3.5,18,0,"Restaurants, American (Traditional)",,,,,,,,,,,,,,,,,,,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,u'none','casual',False,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,0:0-12:0
1288,102816,k9pQa-48qARibpa-Yf0xYQ,Pizza Vesuvio,1417 E Carson St,Pittsburgh,PA,15203,40.4288414,-79.9834887,4.5,6,0,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,,False,,,,,False,,'none',u'casual',True,,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
1289,102869,v61dL5IvtgMwYBDNopvPYw,Maximum Flavor Pizza Shop,415 S Craig St,Pittsburgh,PA,15213,40.4446869,-79.9485698,3.0,24,0,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'average',False,False,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,,,,,,
1290,103050,vn0wYNms_5PseeYZ6pfLmA,S&D Cafe,1425 Forbes Ave,Pittsburgh,PA,15219,40.4377735,-79.9853827,5.0,5,0,"Cafes, Breakfast & Brunch, Coffee & Tea, Restaurants, Sandwiches, Food",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,u'quiet',False,False,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,,,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30
1291,103112,g6OnbXvrky8HTtRFWVL_bQ,KFC,45 Foster Ave,Pittsburgh,PA,15205,40.4395411,-80.0693742,1.5,3,0,"Fast Food, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,103278,cGTex3CbWSS70YiDT97bVA,Mullin's Diner,876 Progress St,Pittsburgh,PA,15212,40.452646,-79.993788,3.0,36,1,"Restaurants, American (Traditional), Breakfast & Brunch",,,False,,,,,,,,,,,,,,,False,True,"{'touristy': None, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",u'average',False,True,u'none','casual',True,True,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',1,7:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,
1293,103558,2NLyAZne2fH5zTHSBin92A,Salonika Imports,3509 Smallman St,Pittsburgh,PA,15201,40.4647353,-79.9678141,4.5,7,1,"Food, Grocery, Restaurants, Mediterranean",,,,,,,,,,,,,,,,,,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,True,,,'casual',True,True,True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,9:0-14:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
1294,103615,qryLVEytUXVcNX8A6JLzsA,Sugar and Smoke,4428 Liberty Ave,Pittsburgh,PA,15224,40.463001,-79.9521026,3.5,101,0,"Event Planning & Services, Southern, Nightlife, Caterers, Cocktail Bars, Cajun/Creole, Bars, Restaurants",,,,,,,,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,11:0-16:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,
1295,103659,s5XqvAOIepm0Pw8mAf27lw,Mt Troy Inn,2021 Mount Troy Rd,Pittsburgh,PA,15212,40.4697655,-79.9824151,4.0,6,1,"Bars, Nightlife, Restaurants, American (Traditional)",,,,,,,,False,,,u'outdoor',,False,True,,False,True,True,True,,,,,False,True,u'full_bar',,False,,,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'free',1,,12:0-2:0,12:0-2:0,12:0-0:0,12:0-0:0,12:0-0:0,0:0-0:0
1296,103694,1hDSdypYCwmZbmKY6MECxA,Johnny's Place,256 N Craig St,Pittsburgh,PA,15213,40.45132,-79.951258,5.0,5,0,"Restaurants, American (Traditional)",,,,,,,,,,,,,,,,,,,True,,,,,False,True,u'full_bar',u'casual',,True,,False,False,,,1,,,,,,,
1297,103705,815I4_qtNd9Whd5joLZhAQ,Gino's Pizza,1610 E Carson St,Pittsburgh,PA,15203,40.4288326,-79.982204,2.0,33,0,"Burgers, Salad, Restaurants, Pizza",,,,,,False,,,,,,,,,False,,,True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none','casual',True,False,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',1,11:0-0:30,11:0-1:30,11:0-1:30,11:0-1:30,11:0-0:30,11:0-0:30,11:0-0:30
1298,103744,W5LqZikASAOuLFeFveWpPw,Subway Restaurants,418 S Craig St,Pittsburgh,PA,15213,40.4446989,-79.9488346,2.5,25,1,"Restaurants, Sandwiches, Fast Food",,,,,,,,,,,,,,,,,,False,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'quiet',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,9:0-0:0,8:0-1:0,7:0-1:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
1299,103794,HfOQdfvijWVWMFgMIhVuBA,Tootie's Famous Italian Beef,93 S 16th St,Pittsburgh,PA,15203,40.42868,-79.9826714,4.0,119,1,"Caterers, Event Planning & Services, Salad, Fast Food, American (Traditional), Italian, Cheesesteaks, Sandwiches, Restaurants",,,,,,,,,,,,,,,,,,True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,11:0-0:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-0:0,11:0-0:0
1300,103962,pVZdH35B95NKyXNA9rnW0w,The Artsmiths of Pittsburgh,1635 McFarland Rd,Pittsburgh,PA,15216,40.3940809194,-80.0466350757,4.0,10,1,"Art Galleries, Shopping, Local Flavor, Arts & Crafts, Art Classes, Cafes, Restaurants, Arts & Entertainment, Education",,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,9:0-16:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,0:0-0:0
1301,104167,PbOQlLSloU5Zkpth5I3cjA,Vocelli Pizza,617 Brownsville Rd,Pittsburgh,PA,15210,40.4102747,-79.990068,4.5,6,1,"Restaurants, Pizza",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'average',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',2,,,,,,,
1302,104274,G4tqFGRrwqQt7P_MTrhYBw,Subway Restaurants,4721 McKnight Rd.,Pittsburgh,PA,15237,40.5178046,-80.0057047,2.5,7,1,"American (Traditional), Sandwiches, Restaurants, Fast Food",,,,,,False,,,,,,,,,,,,,True,,,,,False,True,,'casual',True,True,True,True,False,,'free',1,10:0-20:0,10:0-20:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0
1303,104313,odfX0wO7fOyqa8oobxh96w,Fu Lai Chinese Restaurant,525 Penn Ave,Pittsburgh,PA,15222,40.442795,-80.003094,2.5,34,1,"Restaurants, Chinese",,,,,,,,,,,,,,,,,,False,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'quiet',False,True,u'none',u'casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,12:0-21:0,12:0-21:30,13:30-21:30,13:30-21:30,13:30-21:30,13:30-21:30,13:30-21:30
1304,104359,-fTO9qRo70bblJmbNxOnag,Giorgio's Place,908 Western Ave,Pittsburgh,PA,15233,40.4520462,-80.0170518,3.5,37,1,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'quiet',False,True,u'none',u'casual',False,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,11:0-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30
1305,104406,6a4-SPP4QJbJuHoMhPKnVQ,Veracruz Mexican Restaurant,3715 Forbes Ave,Pittsburgh,PA,15213,40.4414677,-79.9574362,3.0,31,0,"Mexican, Restaurants",,,,False,'yes_free',,,,,,,,,,False,,,,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'average',False,True,u'none','casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
1306,104444,9xjAQ9VlK6e46xy_iLzXqg,Kavsar Restaurant,16 Southern Ave,Pittsburgh,PA,15211,40.4289202,-80.0074459,4.5,148,1,"Mediterranean, Burgers, Uzbek, Salad, Restaurants, Russian, Pizza, Halal",,,,,,True,,,,,,,,True,True,False,True,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',True,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}",u'free',2,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,0:0-0:0
1307,104477,sMJAUZNU6u4iNvpmaLgx_g,Talia,425 Sixth Ave,Pittsburgh,PA,15219,40.441223,-79.996659,3.5,114,1,"Nightlife, Italian, Restaurants, American (Traditional), Bars",,,,,,,False,False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,True,True,False,True,False,True,"{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': True, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'loud',True,False,u'full_bar',u'casual',True,False,True,False,False,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'free',2,,17:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
1308,104519,oaTbZh8B-IVFEwbzJcIOBg,Azan Wok,2352A Golden Mile Hwy,Pittsburgh,PA,15239,40.4619795636,-79.704999769,4.0,42,1,"Restaurants, Japanese, Chinese, Asian Fusion, Sushi Bars",,,,,,,,,,,,,False,,,,,False,True,"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',True,True,u'beer_and_wine',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,12:0-21:0,11:0-22:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
1309,104537,tJhj8Mk9qpAr1sVcOVurEQ,Z-Best Barbeque Chicken & Ribs,639 Herron Ave,Pittsburgh,PA,15219,40.4521327,-79.9646801,4.0,7,0,"Barbeque, Restaurants",,,,,,,,,,,,,,,,,,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,u'average',False,,u'none',u'casual',True,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
1310,104661,zXJilaBN28oUdX7Owf0fRA,Sakura Teppanyaki & Sushi,5882 Forbes Ave,Pittsburgh,PA,15217,40.4378362,-79.9196769,3.0,118,1,"Restaurants, Sushi Bars, Breakfast & Brunch, Chinese, Japanese, Noodles",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",'average',True,False,u'full_bar','casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,10:0-21:0,10:0-22:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
1311,104708,Mv7N0bU56dhtoDP-m2JOow,Sonoma Grille,947 Penn Ave,Pittsburgh,PA,15289,40.4444445,-79.996451,3.5,305,0,"American (New), Restaurants, Nightlife, Bars, Lounges, Tapas Bars",,,,,'no',,,,,,,,,,,,True,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'average',True,False,'full_bar','dressy',True,False,False,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',3,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
1312,104804,5mMcFcZGdktTF8Qfh1u02A,Crafthouse Stage & Grill,5024 Curry Rd,Pittsburgh,PA,15236,40.3497142533,-79.996658913,3.0,63,1,"American (Traditional), Pubs, Arts & Entertainment, Bars, Music Venues, Nightlife, Beer Bar, Restaurants",,,,,,,True,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,True,,'casual',True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",'free',1,14:0-0:0,11:0-2:0,16:0-2:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0
1313,104855,V2KKEJ9GF5D-4ykRJMnSaA,Smokey's Tavern,139 Howard St,Pittsburgh,PA,15209,40.4808796788,-79.9754992883,4.0,6,1,"Restaurants, Taiwanese, Nightlife, Bars",,,,,,,True,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,False,,,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'full_bar',u'casual',True,False,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'free',1,,,,,,,
1314,104868,LRHlcXcNERVsekrngMLphA,Pittzarella,1302 E Carson St,Pittsburgh,PA,15203,40.4288625921,-79.9852626798,3.0,10,0,"Pizza, Restaurants",,,,,,,,,,,,,,,False,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'average',,True,,u'casual',True,True,True,,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
